     1	0,016273
     2	0,018144
     3	0,037590
     4	0,009618
     5	0,014356
     6	0,026608
     7	0,010005
     8	0,027426
     9	0,005544
    10	0,018709
    11	0,006661
    12	0,016519
    13	0,017870
    14	0,009843
    15	0,009932
    16	0,012434
    17	0,015216
    18	0,027154
    19	0,019473
    20	0,007016
    21	0,014445
    22	0,017563
    23	0,024503
    24	0,014284
    25	0,011659
    26	0,016930
    27	0,011523
    28	0,014043
    29	0,017664
    30	0,014871
    31	0,009633
    32	0,017619
    33	0,003649
    34	0,016136
    35	0,008348
    36	0,015689
    37	0,032488
    38	0,029266
    39	0,013529
    40	0,007126
    41	0,012419
    42	0,003509
    43	0,004869
    44	0,015833
    45	0,015295
    46	0,017844
    47	0,012173
    48	0,016060
    49	0,013783
    50	0,003608
    51	0,018379
    52	0,008195
    53	0,015360
    54	0,021319
    55	0,014449
    56	0,017244
    57	0,003690
    58	0,024856
    59	0,022070
    60	0,005184
    61	0,015700
    62	0,015732
    63	0,004209
    64	0,011302
    65	0,012258
    66	0,007820
    67	0,027311
    68	0,027473
    69	0,011383
    70	0,012195
    71	0,004055
    72	0,022004
    73	0,008251
    74	0,009978
    75	0,011294
    76	0,015630
    77	0,011558
    78	0,014484
    79	0,013279
    80	0,016135
    81	0,015914
    82	0,027285
    83	0,018272
    84	0,016974
    85	0,007633
    86	0,015629
    87	0,011016
    88	0,014555
    89	0,016141
    90	0,014534
    91	0,007191
    92	0,016090
    93	0,006634
    94	0,015654
    95	0,012187
    96	0,018364
    97	0,014338
    98	0,026996
    99	0,023037
   100	0,008944
   101	0,016373
   102	0,015907
   103	0,015231
   104	0,016073
   105	0,008868
   106	0,011936
   107	0,015208
   108	0,005119
   109	0,010656
   110	0,016352
   111	0,020285
   112	0,026789
   113	0,005149
   114	0,012688
   115	0,010900
   116	0,019917
   117	0,013028
   118	0,019144
   119	0,011607
   120	0,007655
   121	0,009686
   122	0,011876
   123	0,035303
   124	0,011741
   125	0,012281
   126	0,012443
   127	0,003887
   128	0,017937
   129	0,011461
   130	0,016518
   131	0,018149
   132	0,007734
   133	0,014165
   134	0,017676
   135	0,007622
   136	0,018541
   137	0,011873
   138	0,016195
   139	0,018069
   140	0,017536
   141	0,003876
   142	0,028495
   143	0,009262
   144	0,022758
   145	0,014309
   146	0,008869
   147	0,016580
   148	0,016377
   149	0,015091
   150	0,008047
   151	0,012857
   152	0,017550
   153	0,014814
   154	0,014243
   155	0,017754
   156	0,008437
   157	0,016897
   158	0,015885
   159	0,005405
   160	0,024867
   161	0,010361
   162	0,014593
   163	0,022918
   164	0,026791
   165	0,008410
   166	0,018975
   167	0,014583
